feedback_id,merchant_id,timestamp,text,sentiment_label,category,priority,resolved
FB002429,M1543843A4723,2025-09-19,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,low,False
FB002430,M16A5CDAE362B,2025-11-03,General question about account verification process.,neutral,features,medium,True
FB002431,MDFA92D8F817E,2025-12-06,PayPal has been instrumental in helping us expand internationally. Reference: TKT57307,positive,general,low,True
FB002432,M68053AF2923E,2025-11-30,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB002433,M9DCB88E01376,2025-05-31,Integration issues caused downtime for our checkout.,negative,account,low,True
FB002434,MF4B9EC30AD9F,2025-10-04,Need clarification on the cross-border fee structure.,neutral,technical,high,False
FB002435,MD93ED5B6DB83,2025-12-06,Integration issues caused downtime for our checkout.,negative,account,medium,True
FB002436,MCD0DCE8FCA26,2025-03-22,Looking for information about enterprise pricing options. Reference: TKT90970,neutral,technical,low,True
FB002437,MC0C7C76D30BD,2025-12-24,The API integration was smooth and the documentation was very helpful.,positive,billing,low,True
FB002438,MC4492CBE90FB,2025-08-11,Requesting documentation for webhook implementation.,neutral,features,high,True
FB002439,M9701A1C165DD,2025-10-09,Funds were held for too long without clear explanation.,negative,features,medium,True
FB002440,MA431D70133EF,2025-03-02,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,low,False
FB002441,M856FC81623DA,2025-02-24,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,medium,False
FB002442,M758A06618C69,2025-10-25,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,True
FB002443,MC0E190D8267E,2025-08-07,PayPal has been instrumental in helping us expand internationally. Reference: TKT23077,positive,disputes,medium,True
FB002444,M743C41A92151,2025-09-30,Looking for information about enterprise pricing options.,neutral,billing,medium,True
FB002445,MCA75910166DA,2025-08-28,The dispute resolution process took too long and we lost money.,negative,billing,medium,True
FB002446,M5E1B18C4C6A6,2026-01-16,Looking for information about enterprise pricing options.,neutral,account,low,True
FB002447,M2F885D0FBE2E,2025-04-24,Customer support response time needs improvement.,negative,disputes,low,True
FB002448,MB3B43AEEACB2,2025-09-24,Customer support response time needs improvement.,negative,disputes,low,True
FB002449,MC92A10324374,2026-01-10,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB002450,M3988C7F88EBC,2025-08-01,Need clarification on the cross-border fee structure.,neutral,disputes,medium,True
FB002451,M4B4EDC2630FE,2025-09-25,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT24729,negative,account,medium,True
FB002452,M273448411DF1,2025-02-23,Requesting documentation for webhook implementation.,neutral,features,low,True
FB002453,M6E0721B2C697,2025-03-29,Looking for information about enterprise pricing options. Reference: TKT94779,neutral,features,medium,True
FB002454,M243FACB29564,2025-08-02,Customer support response time needs improvement.,negative,features,low,True
FB002455,M1A68E5F4ADE5,2026-01-13,Looking for information about enterprise pricing options.,neutral,technical,medium,True
FB002456,M5B6BA13F7912,2025-04-09,Customer support response time needs improvement.,negative,general,low,False
FB002457,M43E4E6A6F341,2025-03-16,General question about account verification process.,neutral,billing,medium,True
FB002458,MCBCB58AC2E49,2025-06-18,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,medium,True
FB002459,M6FAA8040DA20,2025-06-27,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,low,True
FB002460,M04ECB1FA2850,2026-01-11,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,medium,True
FB002461,MFCCB60FB512D,2025-04-08,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT37801,positive,technical,high,True
FB002462,M1B79B52D1BF6,2025-04-07,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB002463,M69DAFE8B5806,2025-12-02,Requesting documentation for webhook implementation.,neutral,billing,low,True
FB002464,M4491777B1AA8,2025-08-14,General question about account verification process.,neutral,features,high,True
FB002465,MD8330F857A17,2025-09-18,Need clarification on the cross-border fee structure. Reference: TKT98011,neutral,technical,medium,False
FB002466,M01E00F2F4BFC,2025-10-04,Customer support response time needs improvement. Reference: TKT54640,negative,billing,low,False
FB002467,M9E984C108157,2025-04-22,Requesting documentation for webhook implementation.,neutral,features,high,True
FB002468,MB2DD140336C9,2025-05-01,PayPal has been instrumental in helping us expand internationally.,positive,features,medium,True
FB002469,M25DF35DE87AA,2025-07-18,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,True
FB002470,MDBBF603FF0E9,2025-12-27,Inquiry about new features on the roadmap.,neutral,account,low,True
FB002471,MAD82140CAFE8,2025-03-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,medium,True
FB002472,M13FE9D84310E,2025-11-30,The new dashboard features are excellent for tracking our business metrics. Reference: TKT61198,positive,technical,low,False
FB002473,M512C5CAD6C37,2025-04-10,The API integration was smooth and the documentation was very helpful. Reference: TKT53547,positive,billing,low,True
FB002474,MA26398DCA6F4,2025-03-10,Need clarification on the cross-border fee structure.,neutral,billing,medium,True
FB002475,MEAA32C96F620,2025-12-07,The new dashboard features are excellent for tracking our business metrics. Reference: TKT45552,positive,billing,low,True
FB002476,M08FE2621D8E7,2025-02-14,Integration issues caused downtime for our checkout.,negative,account,medium,True
FB002477,MA78482CE7649,2025-09-27,The new dashboard features are excellent for tracking our business metrics.,positive,general,medium,True
FB002478,MFE7EE8FC1959,2025-03-27,The API integration was smooth and the documentation was very helpful.,positive,billing,medium,True
FB002479,MEB0ECDB070A1,2025-01-23,The API integration was smooth and the documentation was very helpful.,positive,account,medium,True
FB002480,MCF9A242B70F4,2025-08-26,The new dashboard features are excellent for tracking our business metrics.,positive,features,high,True
FB002481,M6211080FA899,2025-06-12,Looking for information about enterprise pricing options.,neutral,technical,low,True
FB002482,M34173CB38F07,2025-02-11,The API integration was smooth and the documentation was very helpful.,positive,technical,low,True
FB002483,M45645A27C4F1,2025-03-15,The new dashboard features are excellent for tracking our business metrics. Reference: TKT43617,positive,general,low,True
FB002484,M23D2E1578544,2025-03-27,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,medium,True
FB002485,MC32D9BF27A3D,2025-02-21,Inquiry about new features on the roadmap. Reference: TKT52897,neutral,disputes,medium,True
FB002486,M5FA9E41BFEC0,2025-11-15,Requesting documentation for webhook implementation. Reference: TKT22214,neutral,technical,medium,True
FB002487,MA554F89DD61C,2025-11-30,Requesting documentation for webhook implementation.,neutral,billing,low,False
FB002488,MC0C7C76D30BD,2025-07-30,Customer support response time needs improvement.,negative,general,low,True
FB002489,M59E0B2658E9F,2025-11-26,The API integration was smooth and the documentation was very helpful. Reference: TKT96019,positive,general,low,False
FB002490,MDA11E8CD1811,2025-03-10,Transaction fees are higher than competitors. Need better rates for our volume.,negative,account,medium,False
FB002491,MD93ED5B6DB83,2025-10-08,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT59946,positive,disputes,low,True
FB002492,MD7619BEB6EB1,2025-05-16,The dispute resolution process took too long and we lost money. Reference: TKT60949,negative,billing,high,False
FB002493,M20AEE3A5F464,2025-09-25,Funds were held for too long without clear explanation.,negative,billing,low,True
FB002494,M3948EAD63A9F,2025-03-27,Need clarification on the cross-border fee structure. Reference: TKT44306,neutral,disputes,low,True
FB002495,M1B9812B99FE2,2025-12-31,The new dashboard features are excellent for tracking our business metrics.,positive,features,low,True
FB002496,MA981F2B70804,2025-12-03,Funds were held for too long without clear explanation.,negative,account,low,True
FB002497,MC68C9C8258EA,2025-07-15,General question about account verification process.,neutral,disputes,low,True
FB002498,MD82C8D1619AD,2025-10-05,Customer support response time needs improvement.,negative,billing,low,True
FB002499,M678A1491514B,2025-11-06,PayPal has been instrumental in helping us expand internationally.,positive,features,low,True
FB002500,M84B20B1F5A0D,2026-01-07,Integration issues caused downtime for our checkout.,negative,features,low,True
FB002501,M81DC9BDB52D0,2025-03-11,Inquiry about new features on the roadmap.,neutral,general,low,True
FB002502,MD4DD111A4FD9,2025-02-06,Integration issues caused downtime for our checkout. Reference: TKT14662,negative,general,high,True
FB002503,MDD8EB9F23FBD,2025-11-14,The new dashboard features are excellent for tracking our business metrics.,positive,features,high,True
FB002504,MD25414405EB3,2025-12-04,PayPal has been instrumental in helping us expand internationally.,positive,disputes,low,True
FB002505,M8F121CE07D74,2026-01-09,Need clarification on the cross-border fee structure. Reference: TKT40839,neutral,technical,medium,False
FB002506,MED519DACC89B,2025-06-02,The new dashboard features are excellent for tracking our business metrics. Reference: TKT18751,positive,features,medium,True
FB002507,M7A006957BE65,2025-03-20,Need clarification on the cross-border fee structure.,neutral,account,low,True
FB002508,M43CCA4B3DE20,2026-01-17,The dispute resolution process took too long and we lost money. Reference: TKT54361,negative,disputes,low,True
FB002509,M5B4130C9E891,2025-06-11,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,medium,True
FB002510,M05F971B5EC19,2025-09-21,Requesting documentation for webhook implementation. Reference: TKT24988,neutral,features,high,True
FB002511,M8D9FC2308C8F,2025-02-13,General question about account verification process.,neutral,account,medium,True
FB002512,M46515DCD99EA,2025-12-21,Customer support response time needs improvement.,negative,account,low,True
FB002513,MCD0DCE8FCA26,2025-04-03,Need clarification on the cross-border fee structure.,neutral,account,low,True
FB002514,M4A5876B450B4,2025-10-31,Customer support resolved our issue quickly. Very satisfied with the service.,positive,features,high,True
